                  86                   1                   3                   2                   1                   1                   7                   1                   1                   1                   2                   0                  -1                   3                   2                  -1                   1                  18
                  87                   2                   2                   2                   1                   2                   7                   1                   1                   3                   0                   0                  -1                   5                   2                  -1                   1                  21
                  88                   1                   2                   0                   3                   2                   7                   0                   1                   1                   1                   0                  -1                   3                   2                  -1                   1                  14
                  89                   3                   1                   0                   1                   2                   7                   0                   0                   1                   3                   0                  -1                   4                   2                  -1                   1                  14
                  90                   3                   3                   2                   1                   1                   7                   0                   1                   1                   0                   0                  -1                   5                   2                  -1                   5                  98
                  91                   2                   2                   2                   2                   2                   7                   2                   1                   1                   3                   0                  -1                   5                   2                  -1                   7                  14
                  92                   3                   3                   0                   2                   1                   3                   1                   7                   4                   3                   2                  -1                   1                   2                  -1                   7                  24
                  93                   1                   3                   2                   1                   1                   7                   0                   0                   4                   0                   0                  -1                   3                   2                  -1                   5                  15
                  94                   3                   2                   2                   1                   1                   7                   1                   7                   3                   0                   0                  -1                   5                   2                  -1                   1                  22
                  95                   3                   3                   2                   1                   1                   7                   1                   1                   4                   0                   0                  -1                   5                   2                  -1                   1                  24
                  96                   2                   4                   2                   1                   1                   7                   1                   0                   1                   0                   0                  -1                   5                   1                  -1                   1                  19
                  97                   2                   3                   0                   1                   1                   7                   4                   7                   1                   0                   0                  -1                   5                   1                  -1                   1                  13
                  98                   2                   2                   7                   2                   1                   7                   3                   4                   3                   0                   0                  -1                   5                   2                  -1                   1                   6
                  99                   3                   3                   0                   3                   1                   7                   3                   3                   4                   0                   0                  -1                   5                   2                  -1                   1                  17
                 100                   3                   4                   2                   1                   1                   7                   3                   7                   3                   0                   0                  -1                   5                   1                  -1                   2                  26
                 101                   3                   1                   0                   2                   2                   3                   0                   7                   3                   2                   2                  -1                   1                   2                  -1                   1                  19
                 102                   2                   3                   2                   1                   2                   1                   1                   1                   1                   4                   2                  -1                   1                   2                  -1                   5                  23
                 103                   1                   3                   2                   1                   1                   7                   1                   1                   1                   0                   0                  -1                   4                   2                  -1                   5                   2
                 104                   3                   3                   2                   1                   2                   7                   0                   0                   1                   2                   0                  -1                   2                   2                  -1                   5                  98
                 105                   3                   3                   2                   3                   2                   3                   2                   7                   2                   2                   1                  -1                   1                   2                  -1                   1                  20
                 106                   1                   1                   2                   1                   2                   7                   0                   0                   0                   0                   0                  -1                   5                   2                  -1                   5                  10
                 107                   3                   3                   2                   1                   2                   7                   0                   0                   1                   0                   0                  -1                   5                   2                  -1                   5                  16
                 108                   1                   2                   2                   1                   2                   7                   0                   7                   1                   3                   0                  -1                   5                   2                  -1                   4                   9
                 109                   1                   3                   2                   1                   1                   7                   0                   7                   1                   0                   0                  -1                   5                   2                  -1                   5                  10
                 110                   3                   3                   5                   1                   2                   1                   2                   3                   3                   1                   2                  -1                   1                   2                  -1                   2                  17
                 111                   1                   4                   2                   1                   1                   3                   1                   3                   3                   2                   2                  -1                   1                   2                  -1                   1                  24
                 112                   3                   3                   2                   1                   2                   7                   3                   3                   3                   2                   0                  -1                   3                   2                  -1                   1                  27
                 113                   1                   9                   0                   3                   1                   0                   0                   7                   2                   3                   0                  -1                   1                   1                  -1                   1                  27
                 114                   2                   4                   2                   1                   1                   3                   0                   0                   1                   0                   2                  -1                   1                   2                  -1                   1                  26
                 115                   2                   4                   2                   3                   2                   1                   4                   4                   4                   0                   2                  -1                   1                   2                  -1                   1                  27
                 116                   3                   1                   0                   1                   2                   3                   3                   2                   3                   0                   1                  -1                   1                   1                  -1                   2                   1
                 117                   3                   2                   2                   1                   2                   4                   1                   1                   3                   3                   2                  -1                   1                   2                  -1                   5                  23
                 118                   2                   2                   2                   1                   2                   2                   0                   0                   4                   0                   1                  -1                   1                   1                  -1                   1                  26
                 119                   3                   3                   2                   1                   1                   4                   1                   1                   1                   2                   2                  -1                   1                   1                  -1                   5                  21
                 120                   2                   2                   2                   1                   2                   1                   0                   0                   1                   3                   2                  -1                   1                   2                  -1                   5                  27
                 121                   1                   3                   2                   1                   2                   4                   1                   7                   4                   2                   2                  -1                   1                   2                  -1                   1                  26
                 122                   3                   2                   2                   1                   2                   7                   0                   7                   1                   0                   0                  -1                   5                   2                  -1                   2                  21
                 123                   3                   8                   2                   1                   2                   7                   1                   1                   3                   1                   0                  -1                   5                   2                  -1                   2                  27
                 124                   1                   3                   2                   1                   1                   7                   7                   0                   1                   2                   0                  -1                   3                   1                  -1                   1                  26
                 125                   2                   3                   2                   1                   1                   4                   1                   8                   4                   2                   2                  -1                   1                   2                  -1                   5                  22
