                 642                   2                   2                   2                   1                   2                   4                   1                   1                   3                   2                   2                  -1                   1                   2                  -1                   2                  24
                 643                   1                   3                   2                   1                   1                   1                   1                   7                   3                   1                   2                  -1                   1                   2                  -1                   1                  24
                 644                   1                   2                   0                   3                   2                   3                   0                   1                   3                   2                   2                  -1                   1                   0                  -1                   7                  98
                 645                   3                   2                   2                   3                   2                   7                   8                   7                   0                   0                   0                  -1                   5                   2                  -1                   4                   7
                 646                   2                   3                   2                   1                   2                   7                   1                   1                   1                   0                   0                  -1                   5                   2                  -1                   8                   8
                 647                   2                   1                   0                   3                   2                   1                   2                   2                   4                   3                   1                  -1                   1                   2                  -1                   1                  24
                 648                   1                   3                   0                   3                   1                   4                   1                   3                   4                   2                   2                  -1                   1                   1                  -1                   1                  26
                 649                   3                   3                   3                   1                   2                   4                   1                   1                   1                   4                   1                  -1                   1                   2                  -1                   7                  21
                 650                   2                   1                   2                   3                   2                   3                   1                   3                   3                   1                   2                  -1                   1                   2                  -1                   1                  26
                 651                   2                   3                   2                   2                   2                   1                   2                   7                   2                   2                   9                  99                   1                   2                  -1                   1                  27
                 652                   1                   4                   5                   1                   1                   7                   1                   4                   3                   0                   0                  -1                   5                   2                  -1                   2                   7
                 653                   1                   4                   5                   1                   2                   7                   3                   2                   1                   0                   0                  -1                   5                   2                  -1                   4                  98
                 654                   2                   3                   5                   1                   2                   7                   4                   3                   4                   0                   0                  -1                   5                   2                  -1                   1                  19
                 655                   2                   1                   2                   2                   2                   7                   0                   7                   0                   3                   0                  -1                   3                   0                  -1                   5                   9
                 656                   1                   8                   2                   3                   2                   7                   0                   7                   1                   0                   0                  -1                   2                   1                  -1                   5                  10
                 657                   3                   2                   2                   2                   1                   7                   1                   7                   1                   0                   0                  -1                   5                   2                  -1                   2                   8
                 658                   3                   3                   2                   2                   1                   7                   1                   7                   1                   3                   0                  -1                   5                   2                  -1                   4                   9
                 659                   2                   2                   2                   2                   1                   1                   1                   0                   1                   3                   1                  -1                   1                   1                  -1                   1                  14
                 660                   1                   2                   2                   2                   2                   7                   3                   7                   3                   3                   0                  -1                   4                   2                  -1                   1                  22
                 661                   3                   1                   5                   2                   2                   7                   0                   0                   1                   6                   0                  -1                   2                   2                  -1                   5                  98
                 662                   3                   3                   2                   1                   1                   7                   3                   1                   1                   0                   0                  -1                   5                   0                  -1                   6                   3
                 663                   2                   3                   2                   1                   2                   7                   1                   2                   4                   0                   0                  -1                   5                   2                  -1                   2                  20
                 664                   3                   3                   2                   1                   2                   3                   0                   0                   3                   1                   2                  -1                   1                   2                  -1                   5                  15
                 665                   1                   2                   7                   1                   2                   1                   0                   1                   1                   3                   2                  -1                   1                   2                  -1                   1                  23
                 666                   3                   3                   2                   1                   1                   1                   1                   1                   1                   2                   2                  -1                   1                   2                  -1                   1                  20
                 667                   2                   3                   2                   1                   2                   7                   1                   1                   1                   2                   0                  -1                   5                   2                  -1                   7                  20
                 668                   1                   2                   2                   1                   2                   1                   0                   7                   1                   1                   2                  -1                   1                   2                  -1                   8                  19
                 669                   3                   2                   2                   2                   1                   7                   1                   1                   1                   0                   0                  -1                   5                   2                  -1                   1                  16
                 670                   2                   4                   2                   1                   2                   7                   1                   3                   2                   3                   0                  -1                   3                   2                  -1                   2                  12
                 671                   1                   3                   2                   2                   2                   0                   1                   0                   1                   4                   2                  -1                   1                   2                  -1                   5                  10
                 672                   1                   4                   2                   1                   2                   7                   1                   1                   1                   3                   0                  -1                   3                   2                  -1                   1                  18
                 673                   3                   2                   2                   1                   2                   7                   4                   7                   1                   1                   0                  -1                   5                   2                  -1                   2                  16
                 674                   2                   4                   0                   3                   2                   1                   1                   1                   1                   2                   2                  -1                   1                   2                  -1                   4                  15
                 675                   1                   1                   2                   3                   2                   7                   0                   8                   1                   1                   0                  -1                   5                   2                  -1                   1                  17
                 676                   3                   3                   0                   3                   1                   3                   1                   8                   4                   1                   2                  -1                   1                   2                  -1                   1                  24
                 677                   2                   5                   2                   1                   1                   7                   3                   1                   3                   0                   0                  -1                   5                   2                  -1                   1                  14
                 678                   1                   8                   0                   3                   1                   7                   1                   3                   4                   0                   0                  -1                   5                   2                  -1                   1                   5
                 679                   3                   2                   2                   1                   1                   7                   1                   7                   1                   3                   0                  -1                   5                   2                  -1                   1                  21
                 680                   2                   1                   2                   2                   1                   7                   2                   7                   3                   0                   0                  -1                   5                   2                  -1                   1                  20
                 681                   3                   1                   2                   2                   1                   2                   4                   1                   1                   4                   2                  -1                   1                   2                  -1                   1                  21
                 682                   3                   3                   2                   1                   2                   7                   0                   0                   1                   1                   0                  -1                   3                   2                  -1                   5                  17
                 683                   2                   5                   2                   1                   2                   0                   0                   0                   0                   2                   2                  -1                   1                   2                  -1                   5                  27
                 684                   1                   2                   7                   2                   1                   7                   0                   0                   1                   3                   0                  -1                   3                   2                  -1                   7                   8
                 685                   1                   3                   7                   2                   1                   7                   1                   1                   1                   3                   0                  -1                   3                   2                  -1                   7                  23
                 686                   3                   1                   6                   2                   2                   7                   0                   7                   1                   3                   0                  -1                   4                   2                  -1                   1                  16
                 687                   2                   2                   7                   2                   2                   7                   3                   7                   1                   0                   0                  -1                   5                   2                  -1                   1                  18
                 688                   1                   2                   0                   3                   1                   7                   0                   7                   0                   0                   0                  -1                   5                   0                  -1                   6                  19
                 689                   3                   3                   0                   2                   2                   3                   0                   0                   1                   0                   2                  -1                   1                   2                  -1                   1                  18
                 690                   3                   2                   3                   2                   1                   3                   1                   7                   1                   0                   1                  -1                   1                   2                  -1                   1                  19
                 691                   1                   3                   7                   1                   2                   1                   0                   0                   1                   3                   2                  -1                   1                   2                  -1                   1                  19
                 692                   2                   2                   7                   2                   1                   7                   0                   0                   0                   4                   0                  -1                   2                   2                  -1                   5                  11
                 693                   1                   1                   7                   2                   1                   7                   2                   8                   0                   3                   0                  -1                   4                   2                  -1                   1                  14
                 694                   1                   3                   0                   1                   1                   0                   0                   0                   0                   3                   0                  -1                   1                   2                  -1                   7                  15
                 695                   3                   3                   7                   3                   1                   7                   1                   1                   1                   5                   0                  -1                   5                   1                  -1                   2                   6
                 696                   3                   3                   7                   2                   1                   7                   1                   1                   1                   0                   0                  -1                   5                   2                  -1                   1                  14
                 697                   2                   3                   0                   1                   1                   0                   0                   0                   0                   3                   0                  -1                   1                   1                  -1                   1                  22
                 698                   2                   3                   7                   2                   2                   7                   1                   7                   1                   0                   0                  -1                   5                   2                  -1                   1                  11
                 699                   1                   1                   0                   1                   2                   7                   0                   0                   0                   1                   0                  -1                   4                   2                  -1                   2                  13
                 700                   3                   3                   7                   3                   1                   1                   0                   1                   1                   2                   2                  -1                   1                   2                  -1                   1                  20
                 701                   2                   3                   7                   1                   1                   7                   1                   3                   0                   1                   0                  -1                   5                   1                  -1                   1                  21
                 702                   1                   2                   7                   1                   1                   7                   1                   2                   2                   0                   0                  -1                   5                   2                  -1                   6                  21
                 703                   1                   2                   0                   3                   2                   3                   0                   3                   4                   0                   2                  -1                   1                   2                  -1                   6                   4
                 704                   1                   2                   3                   1                   2                   2                   7                   0                   1                   2                   2                  -1                   1                   2                  -1                   5                  21
                 705                   2                   4                   7                   2                   2                   7                   4                   3                   3                   3                   0                  -1                   3                   2                  -1                   1                  19
                 706                   2                   3                   2                   2                   2                   7                   3                   4                   3                   2                   0                  -1                   3                   2                  -1                   1                  15
                 707                   3                   1                   0                   1                   2                   0                   0                   0                   0                   2                   2                  -1                   1                   2                  -1                   1                  16
                 708                   2                   4                   7                   1                   1                   0                   0                   0                   0                   3                   2                  -1                   1                   2                  -1                   1                  19
                 709                   1                   3                   7                   1                   1                   7                   1                   7                   1                   3                   0                  -1                   4                   2                  -1                   1                  20
                 710                   2                   1                   0                   1                   2                   7                   0                   0                   0                   6                   0                  -1                   4                   2                  -1                   7                  12
                 711                   3                   1                   0                   2                   1                   3                   3                   8                   1                   1                   2                  -1                   1                   2                  -1                   1                  19
                 712                   2                   3                   0                   1                   2                   7                   0                   7                   3                   1                   0                  -1                   3                   2                  -1                   1                  98
                 713                   1                   1                   0                   3                   2                   1                   4                   3                   3                   0                   2                  -1                   1                   2                  -1                   1                  16
                 714                   3                   1                   0                   3                   1                   7                   0                   0                   0                   3                   0                  -1                   4                   2                  -1                   1                  13
                 715                   2                   2                   7                   1                   2                   0                   0                   7                   1                   1                   2                  -1                   1                   2                  -1                   7                  17
                 716                   1                   2                   0                   1                   2                   7                   0                   1                   0                   3                   0                  -1                   4                   2                  -1                   1                  20
                 717                   3                   2                   0                   3                   2                   0                   1                   1                   1                   3                   2                  -1                   1                   0                  -1                   7                  14
                 718                   2                   3                   0                   1                   2                   1                   0                   3                   1                   3                   2                  -1                   1                   2                  -1                   7                  13
                 719                   1                   2                   0                   3                   2                   1                   0                   7                   1                   0                   1                  50                   1                   2                  -1                   1                  19
                 720                   2                   4                   7                   1                   2                   7                   1                   7                   1                   0                   0                  -1                   3                   0                  -1                   7                  27
                 721                   1                   2                   7                   1                   1                   7                   0                   1                   3                   0                   0                  -1                   5                   2                  -1                   1                  17
                 722                   3                   3                   7                   1                   1                   3                   1                   8                   2                   1                   2                  -1                   1                   1                  -1                   1                  25
                 723                   1                   4                   7                   1                   2                   7                   1                   1                   1                   0                   0                  -1                   5                   2                  -1                   7                  20
                 724                   3                   2                   0                   1                   2                   7                   0                   1                   1                   1                   0                  -1                   5                   2                  -1                   2                  27
                 725                   1                   3                   7                   2                   1                   7                   0                   0                   1                   6                   0                  -1                   3                   2                  -1                   5                  27
                 726                   2                   3                   7                   1                   1                   7                   1                   7                   1                   0                   0                  -1                   3                   2                  -1                   1                  17
                 727                   3                   5                   0                   1                   2                   0                   0                   0                   0                   5                   2                  -1                   1                   2                  -1                   2                   9
                 728                   3                   2                   5                   1                   1                   7                   1                   1                   3                   2                   0                  -1                   3                   2                  -1                   1                  24
                 729                   1                   4                   7                   2                   2                   7                   3                   3                   3                   2                   0                  -1                   3                   2                  -1                   4                  21
                 730                   1                   2                   7                   3                   1                   7                   0                   0                   1                   1                   0                  -1                   3                   2                  -1                   5                   6
                 731                   2                   2                   5                   2                   2                   7                   1                   7                   1                   0                   0                  -1                   5                   2                  -1                   2                   3
                 732                   3                   2                   6                   1                   2                   7                   2                   7                   2                   2                   0                  -1                   5                   2                  -1                   7                  14
                 733                   3                   1                   0                   1                   2                   7                   0                   0                   1                   4                   0                  -1                   5                   2                  -1                   7                  98
                 734                   2                   3                   0                   2                   1                   2                   1                   1                   2                   1                   2                  -1                   1                   2                  -1                   1                   4
                 735                   3                   2                   5                   2                   2                   7                   0                   3                   1                   3                   0                  -1                   3                   2                  45                   3                  17
                 736                   2                   3                   5                   1                   1                   1                   1                   1                   2                   2                   2                  -1                   1                   2                  -1                   1                  21
                 737                   2                   4                   5                   2                   2                   1                   2                   1                   4                   0                   2                  -1                   1                   2                  -1                   1                  22
                 738                   3                   3                   5                   2                   2                   7                   3                   2                   4                   0                   0                  -1                   2                   2                  -1                   5                  20
                 739                   1                   3                   5                   1                   2                   1                   0                   0                   1                   3                   2                  -1                   1                   2                  -1                   7                  16
                 740                   3                   3                   5                   1                   2                   1                   0                   1                   3                   0                   2                  -1                   1                   2                  -1                   1                  21
                 741                   1                   3                   5                   1                   1                   1                   0                   0                   1                   1                   0                  -1                   1                   2                  -1                   1                  23
                 742                   1                   2                   5                   1                   2                   7                   7                   3                   1                   2                   0                  -1                   3                   2                  -1                   1                  21
                 743                   3                   4                   5                   1                   1                   7                   1                   1                   1                   1                   0                  -1                   3                   2                  -1                   5                  12
                 744                   2                   2                   5                   1                   2                   7                   1                   7                   1                   0                   0                  -1                   5                   0                  -1                   7                  21
                 745                   1                   3                   0                   3                   2                   0                   0                   0                   0                   2                   2                  -1                   1                   1                  -1                   2                  24
                 746                   3                   3                   0                   2                   2                   7                   3                   3                   3                   0                   0                  -1                   5                   2                  -1                   2                  98
                 747                   1                   3                   5                   2                   1                   7                   3                   7                   3                   0                   0                  -1                   5                   2                  -1                   1                  14
                 748                   3                   4                   5                   2                   2                   7                   1                   1                   1                   0                   0                  -1                   5                   2                  -1                   1                  16
                 749                   2                   4                   6                   1                   1                   7                   1                   3                   3                   1                   0                  -1                   3                   1                  -1                   1                  21
                 750                   2                   2                   9                   2                   1                   7                   1                   7                   3                   0                   0                  -1                   5                   2                  -1                   1                  18
                 751                   3                   2                   5                   2                   2                   7                   0                   0                   1                   1                   0                  -1                   3                   2                  -1                   1                  10
                 752                   2                   1                   5                   2                   2                   7                   3                   3                   2                   1                   0                  -1                   5                   2                  -1                   1                  18
                 753                   2                   3                   7                   2                   2                   7                   2                   7                   1                   0                   0                  -1                   5                   2                  -1                   2                  11
                 754                   3                   4                   0                   1                   1                   4                   1                   4                   4                   1                   2                  -1                   1                   2                  -1                   5                  21
                 755                   2                   8                   5                   3                   2                   7                   0                   7                   0                   2                   0                  -1                   2                   2                  -1                   2                  98
                 756                   1                   2                   0                   3                   2                   7                   0                   0                   0                   3                   0                  -1                   4                   2                  -1                   8                  98
                 757                   3                   1                   0                   1                   2                   1                   0                   0                   3                   2                   2                  -1                   1                   2                  -1                   1                  22
                 758                   1                   2                   3                   2                   1                   1                   0                   1                   2                   3                   1                  -1                   1                   2                  -1                   1                  25
                 759                   3                   2                   5                   2                   1                   7                   1                   7                   1                   6                   0                  -1                   5                   2                  -1                   1                  22
                 760                   1                   3                   0                   1                   2                   3                   1                   0                   1                   1                   1                  -1                   1                   2                  -1                   1                  23
                 761                   2                   1                   5                   1                   2                   7                   0                   0                   1                   3                   0                  -1                   3                   1                  -1                   7                  23
                 762                   1                   2                   5                   1                   2                   7                   1                   0                   1                   2                   0                  -1                   2                   2                  -1                   5                  18
                 763                   1                   3                   5                   1                   2                   0                   1                   1                   1                   3                   2                  -1                   1                   2                  -1                   1                  23
                 764                   3                   4                   5                   1                   1                   7                   1                   7                   0                   2                   0                  -1                   3                   2                  -1                   1                   9
                 765                   2                   8                   5                   2                   2                   7                   2                   8                   1                   0                   0                  -1                   5                   0                  -1                   7                  98
                 766                   3                   4                   5                   1                   2                   7                   0                   7                   0                   1                   0                  -1                   3                   2                  -1                   1                  21
